tiling_key,verdict,evidence,source_citation,dim_IsEmptyTensor,dim_SplitAxis,dim_InputDType,dim_IsTnd,dim_IsDrop,dim_IsPse,dim_IsAttenMask,dim_S1TemplateNum,dim_S2TemplateNum,dim_DTemplateNum,dim_DeterType,dim_IsNEqual,dim_IsBn2MultiBlk,dim_IsDNoEqual,dim_IsRope,dim_OutDType,dim_IsNzOut,dim_IsTndSwizzle,dim_IsRegbase
18762069101254032,excluded,InputDType=1 + DTemplateNum=768 + S1TemplateNum=128,"GetS1S2TemplateType's first branch is (queryType == ge::DT_FLOAT && d > NUM256), and it returns the fixed pair (NUM64, NUM128) (common_regbase.cpp:812-816). DTemplateNum is 768 exactly when !hasRope and d > NUM256 (common_regbase.cpp:847-866), and InputDType is FLOAT32 exactly when queryType is DT_FLOAT (common_regbase.cpp:1650-1651). So an fp32 key at DTemplateNum=768 has S1TemplateNum=64 and S2TemplateNum=128, and no other pair",0,0,1,1,1,0,1,128,128,768,4,1,0,1,0,1,0,0,1
18762069101254160,excluded,InputDType=1 + DTemplateNum=768 + S1TemplateNum=128,"GetS1S2TemplateType's first branch is (queryType == ge::DT_FLOAT && d > NUM256), and it returns the fixed pair (NUM64, NUM128) (common_regbase.cpp:812-816). DTemplateNum is 768 exactly when !hasRope and d > NUM256 (common_regbase.cpp:847-866), and InputDType is FLOAT32 exactly when queryType is DT_FLOAT (common_regbase.cpp:1650-1651). So an fp32 key at DTemplateNum=768 has S1TemplateNum=64 and S2TemplateNum=128, and no other pair",0,0,1,0,0,1,1,128,128,768,4,1,0,1,0,1,0,0,1
18762069101254288,excluded,InputDType=1 + DTemplateNum=768 + S1TemplateNum=128,"GetS1S2TemplateType's first branch is (queryType == ge::DT_FLOAT && d > NUM256), and it returns the fixed pair (NUM64, NUM128) (common_regbase.cpp:812-816). DTemplateNum is 768 exactly when !hasRope and d > NUM256 (common_regbase.cpp:847-866), and InputDType is FLOAT32 exactly when queryType is DT_FLOAT (common_regbase.cpp:1650-1651). So an fp32 key at DTemplateNum=768 has S1TemplateNum=64 and S2TemplateNum=128, and no other pair",0,0,1,1,0,1,1,128,128,768,4,1,0,1,0,1,0,0,1
18762069101254416,excluded,InputDType=1 + DTemplateNum=768 + S1TemplateNum=128,"GetS1S2TemplateType's first branch is (queryType == ge::DT_FLOAT && d > NUM256), and it returns the fixed pair (NUM64, NUM128) (common_regbase.cpp:812-816). DTemplateNum is 768 exactly when !hasRope and d > NUM256 (common_regbase.cpp:847-866), and InputDType is FLOAT32 exactly when queryType is DT_FLOAT (common_regbase.cpp:1650-1651). So an fp32 key at DTemplateNum=768 has S1TemplateNum=64 and S2TemplateNum=128, and no other pair",0,0,1,0,1,1,1,128,128,768,4,1,0,1,0,1,0,0,1
18762069101254544,excluded,InputDType=1 + DTemplateNum=768 + S1TemplateNum=128,"GetS1S2TemplateType's first branch is (queryType == ge::DT_FLOAT && d > NUM256), and it returns the fixed pair (NUM64, NUM128) (common_regbase.cpp:812-816). DTemplateNum is 768 exactly when !hasRope and d > NUM256 (common_regbase.cpp:847-866), and InputDType is FLOAT32 exactly when queryType is DT_FLOAT (common_regbase.cpp:1650-1651). So an fp32 key at DTemplateNum=768 has S1TemplateNum=64 and S2TemplateNum=128, and no other pair",0,0,1,1,1,1,1,128,128,768,4,1,0,1,0,1,0,0,1
19140298953723936,witnessed,vg_R.txt,,0,0,2,0,0,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953723938,witnessed,vg_R.txt,,0,1,2,0,0,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953723940,witnessed,vg_R.txt,,0,5,2,0,0,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724064,witnessed,vg_R.txt,,0,0,2,1,0,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724066,witnessed,vg_R.txt,,0,1,2,1,0,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724068,witnessed,vg_R.txt,,0,5,2,1,0,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724192,witnessed,vg_R.txt,,0,0,2,0,1,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724194,witnessed,vg_R.txt,,0,1,2,0,1,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724196,witnessed,vg_R.txt,,0,5,2,0,1,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724320,witnessed,vg_R.txt,,0,0,2,1,1,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724322,witnessed,vg_R.txt,,0,1,2,1,1,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724324,witnessed,vg_R.txt,,0,5,2,1,1,0,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724448,witnessed,vg_R.txt,,0,0,2,0,0,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724450,witnessed,vg_R.txt,,0,1,2,0,0,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724452,witnessed,vg_R.txt,,0,5,2,0,0,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724576,witnessed,vg_R.txt,,0,0,2,1,0,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724578,witnessed,vg_R.txt,,0,1,2,1,0,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724580,witnessed,vg_R.txt,,0,5,2,1,0,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724704,witnessed,vg_R.txt,,0,0,2,0,1,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724706,witnessed,vg_R.txt,,0,1,2,0,1,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724708,witnessed,vg_R.txt,,0,5,2,0,1,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724832,witnessed,vg_R.txt,,0,0,2,1,1,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724834,witnessed,vg_R.txt,,0,1,2,1,1,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724836,witnessed,vg_R.txt,,0,5,2,1,1,1,0,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724960,witnessed,vg_R.txt,,0,0,2,0,0,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724962,witnessed,vg_R.txt,,0,1,2,0,0,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953724964,witnessed,vg_R.txt,,0,5,2,0,0,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725088,witnessed,vg_R.txt,,0,0,2,1,0,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725090,witnessed,vg_R.txt,,0,1,2,1,0,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725092,witnessed,vg_R.txt,,0,5,2,1,0,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725216,witnessed,vg_R.txt,,0,0,2,0,1,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725218,witnessed,vg_R.txt,,0,1,2,0,1,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725220,witnessed,vg_R.txt,,0,5,2,0,1,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725344,witnessed,vg_R.txt,,0,0,2,1,1,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725346,witnessed,vg_R.txt,,0,1,2,1,1,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725348,witnessed,vg_R.txt,,0,5,2,1,1,0,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725472,witnessed,vg_R.txt,,0,0,2,0,0,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725474,witnessed,vg_R.txt,,0,1,2,0,0,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725476,witnessed,vg_R.txt,,0,5,2,0,0,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725600,witnessed,vg_R.txt,,0,0,2,1,0,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725602,witnessed,vg_R.txt,,0,1,2,1,0,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725604,witnessed,vg_R.txt,,0,5,2,1,0,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725728,witnessed,vg_R.txt,,0,0,2,0,1,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725730,witnessed,vg_R.txt,,0,1,2,0,1,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725732,witnessed,vg_R.txt,,0,5,2,0,1,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725856,witnessed,vg_R.txt,,0,0,2,1,1,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725858,witnessed,vg_R.txt,,0,1,2,1,1,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140298953725860,witnessed,vg_R.txt,,0,5,2,1,1,1,1,128,128,64,0,0,0,0,0,2,0,0,1
19140299490594848,witnessed,vg_R.txt,,0,0,2,0,0,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490594850,witnessed,vg_R.txt,,0,1,2,0,0,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490594852,witnessed,vg_R.txt,,0,5,2,0,0,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490594976,witnessed,vg_R.txt,,0,0,2,1,0,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490594978,witnessed,vg_R.txt,,0,1,2,1,0,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490594980,witnessed,vg_R.txt,,0,5,2,1,0,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595104,witnessed,vg_R.txt,,0,0,2,0,1,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595106,witnessed,vg_R.txt,,0,1,2,0,1,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595108,witnessed,vg_R.txt,,0,5,2,0,1,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595232,witnessed,vg_R.txt,,0,0,2,1,1,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595234,witnessed,vg_R.txt,,0,1,2,1,1,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595236,witnessed,vg_R.txt,,0,5,2,1,1,0,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595360,witnessed,vg_R.txt,,0,0,2,0,0,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595362,witnessed,vg_R.txt,,0,1,2,0,0,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595364,witnessed,vg_R.txt,,0,5,2,0,0,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595488,witnessed,vg_R.txt,,0,0,2,1,0,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595490,witnessed,vg_R.txt,,0,1,2,1,0,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595492,witnessed,vg_R.txt,,0,5,2,1,0,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595616,witnessed,vg_R.txt,,0,0,2,0,1,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595618,witnessed,vg_R.txt,,0,1,2,0,1,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595620,witnessed,vg_R.txt,,0,5,2,0,1,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595744,witnessed,vg_R.txt,,0,0,2,1,1,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595746,witnessed,vg_R.txt,,0,1,2,1,1,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595748,witnessed,vg_R.txt,,0,5,2,1,1,1,0,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595872,witnessed,vg_R.txt,,0,0,2,0,0,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595874,witnessed,vg_R.txt,,0,1,2,0,0,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490595876,witnessed,vg_R.txt,,0,5,2,0,0,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596000,witnessed,vg_R.txt,,0,0,2,1,0,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596002,witnessed,vg_R.txt,,0,1,2,1,0,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596004,witnessed,vg_R.txt,,0,5,2,1,0,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596128,witnessed,vg_R.txt,,0,0,2,0,1,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596130,witnessed,vg_R.txt,,0,1,2,0,1,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596132,witnessed,vg_R.txt,,0,5,2,0,1,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596256,witnessed,vg_R.txt,,0,0,2,1,1,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596258,witnessed,vg_R.txt,,0,1,2,1,1,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596260,witnessed,vg_R.txt,,0,5,2,1,1,0,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596384,witnessed,vg_R.txt,,0,0,2,0,0,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596386,witnessed,vg_R.txt,,0,1,2,0,0,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596388,witnessed,vg_R.txt,,0,5,2,0,0,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596512,witnessed,vg_R.txt,,0,0,2,1,0,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596514,witnessed,vg_R.txt,,0,1,2,1,0,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596516,witnessed,vg_R.txt,,0,5,2,1,0,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596640,witnessed,vg_R.txt,,0,0,2,0,1,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596642,witnessed,vg_R.txt,,0,1,2,0,1,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596644,witnessed,vg_R.txt,,0,5,2,0,1,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596768,witnessed,vg_R.txt,,0,0,2,1,1,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596770,witnessed,vg_R.txt,,0,1,2,1,1,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140299490596772,witnessed,vg_R.txt,,0,5,2,1,1,1,1,128,128,128,0,0,0,0,0,2,0,0,1
19140300027465760,witnessed,vg_R.txt,,0,0,2,0,0,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027465762,witnessed,vg_R.txt,,0,1,2,0,0,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027465764,excluded,SplitAxis=5 + IsTnd=0 + DTemplateNum=192,"bn2S2RouteLimit's layout clause is (layoutType == TND || (isAllSame && !isDeterministic) || bn2S2NotTndLimit) (common_regbase.cpp:1629-1630), and line 1638 then sets layoutType = isAllSame ? TND : layoutType. So a BN2S2 key that still reads isTnd == 0 took neither of the first two disjuncts, leaving bn2S2NotTndLimit, which requires d <= BN2S2_WRITE_UB_D = 128 (lines 1621-1626, constant at common_regbase.h:116). Hence DTemplateNum in {64, 128}",0,5,2,0,0,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027465888,witnessed,vg_R.txt,,0,0,2,1,0,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027465890,excluded,SplitAxis=1 + IsTnd=1 + DTemplateNum=192,"For TND, isBn2MultiBlk is false (bnSparseLimit excludes TND, common_regbase.cpp:1589), so the isBn2 && !isBn2MultiBlk branch at lines 1604-1611 runs and clears isBn2 whenever layoutType == TND and d > ALIGN128. splitAxis is BN2 only while isBn2 holds (common_regbase.cpp:1640-1641, normal_regbase.cpp:691), and isBn2 is only ever cleared, never re-set. layoutType cannot become TND afterwards either: the one assignment that does so is guarded by !isBn2 (line 1637). So SplitAxis=BN2 with isTnd=1 implies d <= 128",0,1,2,1,0,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027465892,witnessed,vg_R.txt,,0,5,2,1,0,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466016,witnessed,vg_R.txt,,0,0,2,0,1,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466018,witnessed,vg_R.txt,,0,1,2,0,1,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466020,excluded,SplitAxis=5 + IsDrop=1 + DTemplateNum=192,"splitAxis becomes BN2S2 only at common_regbase.cpp:1639, under bn2S2RouteLimit, whose dropout clause is (keepProb >= 1 || (d <= NUM128 && keepProb < 1)) at lines 1631-1632. IsDrop is keepProb < 1 (normal_regbase.cpp:1440), so the route with dropout forces d <= 128, i.e. DTemplateNum in {64, 128}. Nothing reassigns keepProb or d between the two points, and BN2S2 survives to GetTilingKey only via the early return at normal_regbase.cpp:665-666 -- every other path overwrites splitAxis at line 691",0,5,2,0,1,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466144,witnessed,vg_R.txt,,0,0,2,1,1,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466146,excluded,SplitAxis=1 + IsTnd=1 + DTemplateNum=192,"For TND, isBn2MultiBlk is false (bnSparseLimit excludes TND, common_regbase.cpp:1589), so the isBn2 && !isBn2MultiBlk branch at lines 1604-1611 runs and clears isBn2 whenever layoutType == TND and d > ALIGN128. splitAxis is BN2 only while isBn2 holds (common_regbase.cpp:1640-1641, normal_regbase.cpp:691), and isBn2 is only ever cleared, never re-set. layoutType cannot become TND afterwards either: the one assignment that does so is guarded by !isBn2 (line 1637). So SplitAxis=BN2 with isTnd=1 implies d <= 128",0,1,2,1,1,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466148,excluded,SplitAxis=5 + IsDrop=1 + DTemplateNum=192,"splitAxis becomes BN2S2 only at common_regbase.cpp:1639, under bn2S2RouteLimit, whose dropout clause is (keepProb >= 1 || (d <= NUM128 && keepProb < 1)) at lines 1631-1632. IsDrop is keepProb < 1 (normal_regbase.cpp:1440), so the route with dropout forces d <= 128, i.e. DTemplateNum in {64, 128}. Nothing reassigns keepProb or d between the two points, and BN2S2 survives to GetTilingKey only via the early return at normal_regbase.cpp:665-666 -- every other path overwrites splitAxis at line 691",0,5,2,1,1,0,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466272,witnessed,vg_R.txt,,0,0,2,0,0,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466274,witnessed,vg_R.txt,,0,1,2,0,0,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466276,excluded,SplitAxis=5 + IsTnd=0 + DTemplateNum=192,"bn2S2RouteLimit's layout clause is (layoutType == TND || (isAllSame && !isDeterministic) || bn2S2NotTndLimit) (common_regbase.cpp:1629-1630), and line 1638 then sets layoutType = isAllSame ? TND : layoutType. So a BN2S2 key that still reads isTnd == 0 took neither of the first two disjuncts, leaving bn2S2NotTndLimit, which requires d <= BN2S2_WRITE_UB_D = 128 (lines 1621-1626, constant at common_regbase.h:116). Hence DTemplateNum in {64, 128}",0,5,2,0,0,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466400,witnessed,vg_R.txt,,0,0,2,1,0,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466402,excluded,SplitAxis=1 + IsTnd=1 + DTemplateNum=192,"For TND, isBn2MultiBlk is false (bnSparseLimit excludes TND, common_regbase.cpp:1589), so the isBn2 && !isBn2MultiBlk branch at lines 1604-1611 runs and clears isBn2 whenever layoutType == TND and d > ALIGN128. splitAxis is BN2 only while isBn2 holds (common_regbase.cpp:1640-1641, normal_regbase.cpp:691), and isBn2 is only ever cleared, never re-set. layoutType cannot become TND afterwards either: the one assignment that does so is guarded by !isBn2 (line 1637). So SplitAxis=BN2 with isTnd=1 implies d <= 128",0,1,2,1,0,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466404,witnessed,vg_R.txt,,0,5,2,1,0,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466528,witnessed,vg_R.txt,,0,0,2,0,1,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466530,witnessed,vg_R.txt,,0,1,2,0,1,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466532,excluded,SplitAxis=5 + IsDrop=1 + DTemplateNum=192,"splitAxis becomes BN2S2 only at common_regbase.cpp:1639, under bn2S2RouteLimit, whose dropout clause is (keepProb >= 1 || (d <= NUM128 && keepProb < 1)) at lines 1631-1632. IsDrop is keepProb < 1 (normal_regbase.cpp:1440), so the route with dropout forces d <= 128, i.e. DTemplateNum in {64, 128}. Nothing reassigns keepProb or d between the two points, and BN2S2 survives to GetTilingKey only via the early return at normal_regbase.cpp:665-666 -- every other path overwrites splitAxis at line 691",0,5,2,0,1,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466656,witnessed,vg_R.txt,,0,0,2,1,1,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466658,excluded,SplitAxis=1 + IsTnd=1 + DTemplateNum=192,"For TND, isBn2MultiBlk is false (bnSparseLimit excludes TND, common_regbase.cpp:1589), so the isBn2 && !isBn2MultiBlk branch at lines 1604-1611 runs and clears isBn2 whenever layoutType == TND and d > ALIGN128. splitAxis is BN2 only while isBn2 holds (common_regbase.cpp:1640-1641, normal_regbase.cpp:691), and isBn2 is only ever cleared, never re-set. layoutType cannot become TND afterwards either: the one assignment that does so is guarded by !isBn2 (line 1637). So SplitAxis=BN2 with isTnd=1 implies d <= 128",0,1,2,1,1,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466660,excluded,SplitAxis=5 + IsDrop=1 + DTemplateNum=192,"splitAxis becomes BN2S2 only at common_regbase.cpp:1639, under bn2S2RouteLimit, whose dropout clause is (keepProb >= 1 || (d <= NUM128 && keepProb < 1)) at lines 1631-1632. IsDrop is keepProb < 1 (normal_regbase.cpp:1440), so the route with dropout forces d <= 128, i.e. DTemplateNum in {64, 128}. Nothing reassigns keepProb or d between the two points, and BN2S2 survives to GetTilingKey only via the early return at normal_regbase.cpp:665-666 -- every other path overwrites splitAxis at line 691",0,5,2,1,1,1,0,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466784,witnessed,vg_R.txt,,0,0,2,0,0,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466786,witnessed,vg_R.txt,,0,1,2,0,0,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466788,excluded,SplitAxis=5 + IsTnd=0 + DTemplateNum=192,"bn2S2RouteLimit's layout clause is (layoutType == TND || (isAllSame && !isDeterministic) || bn2S2NotTndLimit) (common_regbase.cpp:1629-1630), and line 1638 then sets layoutType = isAllSame ? TND : layoutType. So a BN2S2 key that still reads isTnd == 0 took neither of the first two disjuncts, leaving bn2S2NotTndLimit, which requires d <= BN2S2_WRITE_UB_D = 128 (lines 1621-1626, constant at common_regbase.h:116). Hence DTemplateNum in {64, 128}",0,5,2,0,0,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466912,witnessed,vg_R.txt,,0,0,2,1,0,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466914,excluded,SplitAxis=1 + IsTnd=1 + DTemplateNum=192,"For TND, isBn2MultiBlk is false (bnSparseLimit excludes TND, common_regbase.cpp:1589), so the isBn2 && !isBn2MultiBlk branch at lines 1604-1611 runs and clears isBn2 whenever layoutType == TND and d > ALIGN128. splitAxis is BN2 only while isBn2 holds (common_regbase.cpp:1640-1641, normal_regbase.cpp:691), and isBn2 is only ever cleared, never re-set. layoutType cannot become TND afterwards either: the one assignment that does so is guarded by !isBn2 (line 1637). So SplitAxis=BN2 with isTnd=1 implies d <= 128",0,1,2,1,0,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027466916,witnessed,vg_R.txt,,0,5,2,1,0,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467040,witnessed,vg_R.txt,,0,0,2,0,1,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467042,witnessed,vg_R.txt,,0,1,2,0,1,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467044,excluded,SplitAxis=5 + IsDrop=1 + DTemplateNum=192,"splitAxis becomes BN2S2 only at common_regbase.cpp:1639, under bn2S2RouteLimit, whose dropout clause is (keepProb >= 1 || (d <= NUM128 && keepProb < 1)) at lines 1631-1632. IsDrop is keepProb < 1 (normal_regbase.cpp:1440), so the route with dropout forces d <= 128, i.e. DTemplateNum in {64, 128}. Nothing reassigns keepProb or d between the two points, and BN2S2 survives to GetTilingKey only via the early return at normal_regbase.cpp:665-666 -- every other path overwrites splitAxis at line 691",0,5,2,0,1,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467168,witnessed,vg_R.txt,,0,0,2,1,1,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467170,excluded,SplitAxis=1 + IsTnd=1 + DTemplateNum=192,"For TND, isBn2MultiBlk is false (bnSparseLimit excludes TND, common_regbase.cpp:1589), so the isBn2 && !isBn2MultiBlk branch at lines 1604-1611 runs and clears isBn2 whenever layoutType == TND and d > ALIGN128. splitAxis is BN2 only while isBn2 holds (common_regbase.cpp:1640-1641, normal_regbase.cpp:691), and isBn2 is only ever cleared, never re-set. layoutType cannot become TND afterwards either: the one assignment that does so is guarded by !isBn2 (line 1637). So SplitAxis=BN2 with isTnd=1 implies d <= 128",0,1,2,1,1,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467172,excluded,SplitAxis=5 + IsDrop=1 + DTemplateNum=192,"splitAxis becomes BN2S2 only at common_regbase.cpp:1639, under bn2S2RouteLimit, whose dropout clause is (keepProb >= 1 || (d <= NUM128 && keepProb < 1)) at lines 1631-1632. IsDrop is keepProb < 1 (normal_regbase.cpp:1440), so the route with dropout forces d <= 128, i.e. DTemplateNum in {64, 128}. Nothing reassigns keepProb or d between the two points, and BN2S2 survives to GetTilingKey only via the early return at normal_regbase.cpp:665-666 -- every other path overwrites splitAxis at line 691",0,5,2,1,1,0,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467296,witnessed,vg_R.txt,,0,0,2,0,0,1,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467298,witnessed,vg_R.txt,,0,1,2,0,0,1,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467300,excluded,SplitAxis=5 + IsTnd=0 + DTemplateNum=192,"bn2S2RouteLimit's layout clause is (layoutType == TND || (isAllSame && !isDeterministic) || bn2S2NotTndLimit) (common_regbase.cpp:1629-1630), and line 1638 then sets layoutType = isAllSame ? TND : layoutType. So a BN2S2 key that still reads isTnd == 0 took neither of the first two disjuncts, leaving bn2S2NotTndLimit, which requires d <= BN2S2_WRITE_UB_D = 128 (lines 1621-1626, constant at common_regbase.h:116). Hence DTemplateNum in {64, 128}",0,5,2,0,0,1,1,128,128,192,0,0,0,0,0,2,0,0,1
19140300027467424,witnessed,vg_R.txt,,0,0,2,1,0,1,1,128,128,192,0,0,0,0,0,2,0,0,1
