key,rules
19325018517803684,IsAttenMask=0 + DeterType=4
19325018517803808,IsAttenMask=0 + DeterType=4
19325018517803936,IsAttenMask=0 + DeterType=4
19325018517803940,IsAttenMask=0 + DeterType=4 | SplitAxis=5 + IsDrop=1 + DTemplateNum=256
19325018517804452,SplitAxis=5 + IsDrop=1 + DTemplateNum=256
19325018517804964,SplitAxis=5 + IsDrop=1 + DTemplateNum=256
19325019054673952,IsAttenMask=0 + DeterType=4
19325019054674080,IsAttenMask=0 + DeterType=4
19325019054674084,IsAttenMask=0 + DeterType=4
19325019054674208,IsAttenMask=0 + DeterType=4
19325019054674336,IsAttenMask=0 + DeterType=4
19325019054674340,IsAttenMask=0 + DeterType=4 | SplitAxis=5 + IsDrop=1 + DTemplateNum=768
19325019054674464,IsAttenMask=0 + DeterType=4
19325019054674592,IsAttenMask=0 + DeterType=4
19325019054674596,IsAttenMask=0 + DeterType=4
19325019054674720,IsAttenMask=0 + DeterType=4
19325019054674848,IsAttenMask=0 + DeterType=4
19325019054674852,IsAttenMask=0 + DeterType=4 | SplitAxis=5 + IsDrop=1 + DTemplateNum=768
19325019054675364,SplitAxis=5 + IsDrop=1 + DTemplateNum=768
19325019054675876,SplitAxis=5 + IsDrop=1 + DTemplateNum=768
19351405186256930,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405186257058,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405186257186,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405186257314,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405186257442,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405186257570,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405186257698,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405186257826,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405186257954,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405186258082,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405186258210,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405186258338,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405186258466,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405186258594,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405186258722,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405186258850,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405723127842,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405723127970,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405723128098,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405723128226,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405723128354,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405723128482,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405723128610,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405723128738,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405723128866,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405723128994,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405723129122,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405723129250,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405723129378,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405723129506,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351405723129634,IsBn2MultiBlk=1 + IsDNoEqual=1
19351405723129762,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1
19351406259998754,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406259998882,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19351406259999010,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406259999138,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19351406259999266,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406259999394,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19351406259999522,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406259999650,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19351406259999778,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406259999906,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19351406260000034,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406260000162,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19351406260000290,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406260000418,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19351406260000546,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406260000674,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19351406796869666,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406796869794,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19351406796869922,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406796870050,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19351406796870178,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406796870306,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19351406796870434,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406796870562,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19351406796870690,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406796870818,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19351406796870946,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406796871074,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19351406796871202,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406796871330,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19351406796871458,IsBn2MultiBlk=1 + IsDNoEqual=1
19351406796871586,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19351407333740578,IsBn2MultiBlk=1 + IsDNoEqual=1
19351407333740706,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19351407333740834,IsBn2MultiBlk=1 + IsDNoEqual=1
19351407333740962,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19351407333741090,IsBn2MultiBlk=1 + IsDNoEqual=1
19351407333741218,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19351407333741346,IsBn2MultiBlk=1 + IsDNoEqual=1
19351407333741474,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19351407333741602,IsBn2MultiBlk=1 + IsDNoEqual=1
19351407333741730,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19351407333741858,IsBn2MultiBlk=1 + IsDNoEqual=1
19351407333741986,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19351407333742114,IsBn2MultiBlk=1 + IsDNoEqual=1
19351407333742242,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19351407333742370,IsBn2MultiBlk=1 + IsDNoEqual=1
19351407333742498,IsBn2MultiBlk=1 + IsDNoEqual=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19421773930434594,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930434722,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930434850,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930434978,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930435106,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930435234,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930435362,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930435490,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930435618,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930435746,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930435874,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930436002,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930436130,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930436258,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930436386,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421773930436514,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0
19421774467305506,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467305634,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467305762,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467305890,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467306018,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467306146,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467306274,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467306402,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467306530,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467306658,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467306786,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467306914,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467307042,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467307170,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467307298,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421774467307426,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0
19421775004176418,IsRope=1 + IsDNoEqual=0
19421775004176546,IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19421775004176674,IsRope=1 + IsDNoEqual=0
19421775004176802,IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19421775004176930,IsRope=1 + IsDNoEqual=0
19421775004177058,IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19421775004177186,IsRope=1 + IsDNoEqual=0
19421775004177314,IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19421775004177442,IsRope=1 + IsDNoEqual=0
19421775004177570,IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19421775004177698,IsRope=1 + IsDNoEqual=0
19421775004177826,IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19421775004177954,IsRope=1 + IsDNoEqual=0
19421775004178082,IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19421775004178210,IsRope=1 + IsDNoEqual=0
19421775004178338,IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19421775541047330,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0
19421775541047458,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19421775541047586,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0
19421775541047714,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19421775541047842,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0
19421775541047970,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19421775541048098,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0
19421775541048226,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19421775541048354,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0
19421775541048482,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19421775541048610,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0
19421775541048738,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19421775541048866,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0
19421775541048994,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19421775541049122,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0
19421775541049250,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19421776077918242,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0
19421776077918370,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19421776077918498,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0
19421776077918626,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19421776077918754,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0
19421776077918882,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19421776077919010,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0
19421776077919138,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19421776077919266,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0
19421776077919394,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19421776077919522,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0
19421776077919650,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19421776077919778,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0
19421776077919906,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19421776077920034,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0
19421776077920162,IsRope=1 + DTemplateNum=768 | IsRope=1 + IsDNoEqual=0 | SplitAxis=1 + IsTnd=1 + DTemplateNum=768
19492142674612258,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492142674612386,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492142674612514,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492142674612642,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492142674612770,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492142674612898,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492142674613026,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492142674613154,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492142674613282,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492142674613410,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492142674613538,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492142674613666,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492142674613794,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492142674613922,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492142674614050,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492142674614178,IsRope=1 + DTemplateNum=64 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143211483170,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143211483298,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143211483426,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143211483554,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143211483682,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143211483810,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143211483938,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143211484066,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143211484194,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143211484322,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143211484450,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143211484578,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143211484706,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143211484834,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143211484962,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143211485090,IsRope=1 + DTemplateNum=128 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1
19492143748354082,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143748354210,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19492143748354338,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143748354466,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19492143748354594,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143748354722,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19492143748354850,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143748354978,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19492143748355106,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143748355234,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19492143748355362,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143748355490,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19492143748355618,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143748355746,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19492143748355874,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492143748356002,IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=192
19492144285224994,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492144285225122,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19492144285225250,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492144285225378,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19492144285225506,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492144285225634,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19492144285225762,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492144285225890,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19492144285226018,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492144285226146,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19492144285226274,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
19492144285226402,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1 | IsTnd=1 + IsBn2MultiBlk=1 | SplitAxis=1 + IsTnd=1 + DTemplateNum=256
19492144285226530,IsRope=1 + DTemplateNum=256 | IsRope=1 + IsDNoEqual=0 | IsBn2MultiBlk=1 + IsRope=1
